order_id,order_date,origin_country,destination_country,carrier,warehouse,product_category,weight_kg,shipping_cost_usd,cod_amount_usd,status,delivery_date,sla_days_target,fail_reason
APG100109,03-07-2025,Turkey,Iraq,Local Fleet ,AMM-WH1,Beauty,1.42,5.34,0.0,delivered,2025-03-20 10:09,7,
APG100741,22/02/2025,Germany,Kuwait,aramex,DXB-WH1,Electronics,0.3,3.19,0.0,delivered,2025-02-25,10,
APG101029,2025-01-19,Germany,Jordan,SMSA,IST-WH1,Beauty,0.57,5.65,0.0,DELIVERED,2025-01-25 05:11,10,
APG100439,2025-05-17 00:00,UAE,Jordan,Aramex,DXB-WH1,  Home & Garden  ,1.73,7.84,0.0,delivered,2025-05-22 05:24,4,
APG101106,2025-06-12 15:00,Germany,Saudi Arabia,Local Fleet,IST-WH1,  Home & Garden  ,0.28,3.35,208.14,Deliverd,2025-06-18 21:00,10,
APG100707,06-15-2025,Germany,UAE,Local Fleet ,DXB-WH1,Electronics,0.83,5.2,0.0,delivered,2025-06-19 16:19,10,
APG100640,2025-04-05 09:00,Jordan,Iraq,FastCourier,AMM-WH1,Electronics,1.27,10.4,67.52,Failed Delivery,2025-04-10 17:02,2,Warehouse Delay
APG100255,07-13-2025,Germany,Iraq,Local Fleet ,AMM-WH1,Electronics,10.38,28.9,0.0,Deliverd,2025-07-17,10,
APG100501,01-07-2025,China,KSA,Local Fleet ,AMM-WH2,  Books  ,4.98,31.38,0.0,Delivered,2025-01-11 09:42,9,
APG100701,07-07-2025,Germany,Kuwait,DHL,AMM-WH2,Toys,0.95,6.82,0.0,delivered,2025-07-11 11:29,10,
APG100835,2025-08-11,Turkey,Saudi Arabia,SMSA,IST-WH1,Fashion,0.14,4.95,0.0,Canceled,2025-08-16,7,
APG100520,04/03/2025,UAE,Egypt,SMSA,AMM-WH1,Beauty,2.14,12.16,151.83,delivered,2025-03-11,4,
APG100142,2025-01-18 16:00,UK,UAE,SMSA,IST-WH1,Books,6.3,19.26,0.0,Delivered,2025-01-23 01:33,10,
APG100684,09/01/2025,UAE,Egypt,,AMM-WH1,,,,0.0,RTO,12/01/2025,4,Customer Not Available
APG100184,2025-01-04 23:00,Germany,Saudi Arabia,aramex,AMM-WH2,Home & Garden,0.58,6.23,225.29,DELIVERED,2025-01-10,10,
APG100947,2025-08-09 04:00,UAE,UAE,Local Fleet ,AMM-WH1,Beauty,0.1,2.39,124.7,IN TRANSIT,,4,
APG100771,07-30-2025,UAE,Kuwait,DHL,AMM-WH1,Books,0.1,2.17,39.8,delivered,2025-08-05 18:18,4,
APG100569,28/04/2025,China,Kuwait,,AMM-WH2,Home & Garden,,,0.0,delivered,2025-05-04 16:07,9,
APG101063,03-06-2025,UK,Egypt,DHL,AMM-WH2,Home & Garden,1.53,8.56,0.0,Deliverd,2025-03-07 19:56,10,
APG101180,2025-03-07 10:00,Turkey,Saudi Arabia,aramex,IST-WH1,Toys,0.14,4.35,0.0,Deliverd,2025-03-12,7,
APG100546,2025-07-19 02:00,Turkey,Saudi Arabia,aramex,IST-WH1,Electronics,0.37,6.41,0.0,DELIVERED,22/07/2025,7,
APG100573,01-22-2025,Jordan,Saudi Arabia,Local Fleet ,IST-WH1,Sports,2.76,17.61,0.0,Delivered,25/01/2025,2,
APG100380,08-06-2025,Jordan,Iraq,DHL,AMM-WH2,Fashion,0.24,3.13,0.0,delivered,2025-08-12,2,
APG101001,22/04/2025,UAE,UAE,DHL,AMM-WH1,Electronics,0.36,5.18,0.0,delivered,2025-04-24 22:03,4,
APG100185,23/01/2025,UK,UAE,DHL,IST-WH1,Fashion,0.42,3.52,0.0,Delivered,29/01/2025,10,
APG100310,2025-01-21,China,Kuwait,aramex,AMM-WH2,Sports,1.16,8.32,0.0,Returned ,2025-01-29 01:27,9,Wrong Address
APG100976,2025-07-30 09:00,UK,Jordan,Local Fleet ,AMM-WH1,Home & Garden,0.9,5.97,0.0,Deliverd,2025-08-01,10,
APG100841,23/06/2025,China,Kuwait,SMSA,AMM-WH1,Beauty,3.98,19.06,0.0,delivered,28/06/2025,9,
APG100263,2025-08-09 18:00,UAE,Kuwait,Local Fleet,AMM-WH2,Toys,0.95,9.73,0.0,Deliverd,2025-08-12,4,
APG100644,03-08-2025,UAE,Iraq,Local Fleet,DXB-WH1,Beauty,1.35,6.63,0.0,Delivered,2025-03-15 03:29,4,
APG100927,08-18-2025,Turkey,UAE,Aramex,DXB-WH1,Beauty,2.19,14.3,0.0,In Transit,,7,
APG101030,05/07/2025,Germany,Saudi Arabia,DHL,DXB-WH1,Electronics,2.14,13.21,0.0,Delivered,11/07/2025,10,
APG100989,08-05-2025,China,Jordan,SMSA,DXB-WH1,Books,2.15,14.3,0.0,Delivered,08/08/2025,9,
APG100221,27/01/2025,Turkey,UAE,DHL,IST-WH1,Beauty,,8.97,0.0,Delivered,2025-02-01,7,
APG100661,05/03/2025,Jordan,Jordan,Aramex,AMM-WH1,Home & Garden,2.61,13.49,0.0,Failed Delivery,2025-03-10 16:45,2,Refused by Customer
APG100399,2025-07-12 03:00,UK,Egypt,SMSA,AMM-WH2,Sports,1.86,13.68,10.29,Delivered,2025-07-19,10,
APG100390,10/04/2025,UK,UAE,Aramex,DXB-WH1,Electronics,1.31,8.62,0.0,Deliverd,16/04/2025,10,
APG100789,20/03/2025,Jordan,Kuwait,FastCourier,AMM-WH1,Beauty,2.93,14.6,0.0,Failed,27/03/2025,2,Customer Not Available
APG100160,06-09-2025,UAE,Iraq,FastCourier,AMM-WH1,Electronics,0.51,6.21,0.0,Failed,2025-06-17,4,Customs Delay
APG100048,05-19-2025,Jordan,UAE,Aramex,IST-WH1,Fashion,0.37,5.51,0.0,Deliverd,27/05/2025,2,
APG100610,2025-01-28 05:00,Jordan,Iraq,SMSA,AMM-WH2,Beauty,1.96,11.06,0.0,DELIVERED,2025-02-03 12:49,2,
APG101163,07-17-2025,UAE,Saudi Arabia,DHL,AMM-WH1,Beauty,5.01,29.65,0.0,Delivered,2025-07-22 20:16,4,
APG100898,2025-05-09 16:00,Germany,Saudi Arabia,DHL,DXB-WH1,Home & Garden,2.15,12.51,113.42,Failed,20/05/2025,10,Customs Delay
APG100167,2025-07-15,Germany,UAE,Aramex,AMM-WH1,Beauty,0.43,3.71,0.0,In Transit ,,10,
APG100796,01-28-2025,Germany,Jordan,aramex,DXB-WH1,Fashion,2.43,17.16,0.0,DELIVERED,03/02/2025,10,
APG100832,19/04/2025,Turkey,Iraq,FastCourier,AMM-WH1,Fashion,,4.29,0.0,delivered,02/05/2025,7,
APG101028,2025-06-28,UAE,Kuwait,Local Fleet ,AMM-WH1,Home & Garden,0.55,6.32,0.0,in-transit,,4,
APG100705,2025-08-02 23:00,Jordan,Kuwait,aramex,IST-WH1,Fashion,0.11,4.24,0.0,delivered,07/08/2025,2,
APG100624,08-22-2025,UK,Jordan,aramex,AMM-WH1,Home & Garden,2.78,11.31,88.27,Delivered,2025-08-26 19:47,10,
APG100810,2025-07-16,UAE,Egypt,SMSA,IST-WH1,Sports,3.42,20.52,241.9,Failed Delivery,2025-07-23 12:02,4,Customs Delay
APG100954,08/02/2025,Jordan,Saudi Arabia,Aramex,DXB-WH1,Beauty,3.28,13.64,101.81,Returned ,17/02/2025,2,Customs Delay
APG100352,2025-06-08 20:00,China,Egypt,FastCourier,AMM-WH2,Toys,3.07,17.53,0.0,DELIVERED,2025-06-18 04:48,9,
APG100689,04/03/2025,Germany,Iraq,aramex,AMM-WH2,Fashion,0.13,3.34,108.23,Deliverd,09/03/2025,10,
APG101082,2025-02-25 20:00,UAE,Jordan,SMSA,AMM-WH2,Electronics,0.12,4.15,0.0,DELIVERED,2025-03-02 07:19,4,
APG101018,2025-04-06 21:00,Turkey,KSA,Aramex,IST-WH1,Sports,0.39,3.74,0.0,Deliverd,13/04/2025,7,
APG100457,2025-06-18,UK,UAE,Local Fleet,DXB-WH1,Home & Garden,2.61,16.89,0.0,Deliverd,2025-06-24 17:48,10,
APG100537,2025-03-02,Turkey,Iraq,aramex,AMM-WH1,Toys,1.04,5.19,0.0,in-transit,,7,
APG101171,14/04/2025,UAE,UAE,Local Fleet,DXB-WH1,Toys,0.45,2.27,16.84,Failed,2025-04-18 08:16,4,Customer Not Available
APG100066,2025-08-29,China,UAE,aramex,IST-WH1,Electronics,,6.81,0.0,Delivered,2025-09-04 05:51,9,
APG100187,2025-06-25,UAE,Kuwait,Local Fleet ,DXB-WH1,Electronics,2.48,11.27,239.77,DELIVERED,28/06/2025,4,
APG100589,15/01/2025,China,UAE,FastCourier,AMM-WH2,Toys,1.02,9.41,0.0,delivered,2025-01-19 01:53,9,
APG100955,14/04/2025,Turkey,Saudi Arabia,SMSA,IST-WH1,TOYS,1.41,5.26,0.0,RTO,21/04/2025,7,Customs Delay
APG101039,2025-01-03 07:00,Germany,Iraq,FastCourier,AMM-WH2,Beauty,0.18,2.94,0.0,delivered,2025-01-08 23:53,10,
APG101037,2025-06-21 03:00,Turkey,Iraq,Local Fleet ,AMM-WH2,Books,10.01,52.82,0.0,RTO,01/07/2025,7,
APG100273,08-10-2025,China,Kuwait,Local Fleet,IST-WH1,Electronics,4.02,11.96,0.0,DELIVERED,2025-08-15 20:44,9,
APG100706,2025-06-20,China,Egypt,SMSA,IST-WH1,Fashion,2.09,8.89,170.91,Deliverd,2025-06-30 03:48,9,
APG100775,2025-07-24,UAE,Jordan,Local Fleet ,AMM-WH1,Fashion,1.2,6.18,0.0,delivered,30/07/2025,4,
APG100312,2025-02-08,China,Kuwait,Aramex,AMM-WH1,Toys,1.63,13.03,221.23,Delivered,13/02/2025,9,
APG100029,2025-03-18 21:00,Germany,Egypt,DHL,AMM-WH1,Home & Garden,1.28,11.16,0.0,Delivered,24/03/2025,10,
APG100165,2025-03-22 06:00,UK,Iraq,SMSA,IST-WH1,Toys,1.48,8.52,15.56,delivered,29/03/2025,10,
APG100582,06/01/2025,UAE,Jordan,SMSA,DXB-WH1,Toys,,9.81,126.68,DELIVERED,13/01/2025,4,
APG100564,2025-02-10 21:00,Jordan,Saudi Arabia,Local Fleet,AMM-WH2,Home & Garden,4.99,22.4,203.24,Cancelled,2025-02-17,2,
APG100098,2025-03-02 17:00,China,Jordan,Local Fleet,IST-WH1,Sports,2.41,14.89,0.0,returned,2025-03-09,9,
APG101064,2025-02-08,Jordan,Saudi Arabia,Aramex,AMM-WH2,  Home & Garden  ,4.58,16.02,0.0,Delivered,2025-02-13 04:19,2,
APG100996,2025-01-15,Jordan,Egypt,FastCourier,DXB-WH1,Beauty,0.1,1.61,0.0,Delivered,2025-01-20 08:33,2,
APG100131,2025-02-19,Turkey,Kuwait,DHL,DXB-WH1,Electronics,3.11,18.37,0.0,delivered,2025-02-24 15:49,7,
APG100638,06/02/2025,Jordan,Saudi Arabia,DHL,IST-WH1,Home & Garden,0.3,5.63,0.0,delivered,2025-02-10 12:28,2,
APG100403,2025-05-25 11:00,UK,Kuwait,Local Fleet ,AMM-WH2,Beauty,1.24,9.03,0.0,DELIVERED,2025-05-31,10,
APG100821,02/04/2025,China,Jordan,Aramex,DXB-WH1,Toys,1.32,10.92,160.47,cancelled,10/04/2025,9,
APG100368,2025-04-30 22:00,China,UAE,Aramex,DXB-WH1,Fashion,0.45,6.16,0.0,in-transit,,9,
APG100097,2025-06-15,UK,Saudi Arabia,Local Fleet ,IST-WH1,Home & Garden,0.59,2.9,18.93,Deliverd,22/06/2025,10,
APG100984,08-08-2025,Turkey,Egypt,Local Fleet,IST-WH1,Sports,0.1,2.13,0.0,delivered,19/08/2025,7,
APG100490,2025-03-06,Jordan,Jordan,Local Fleet ,AMM-WH1,Sports,2.36,10.48,0.0,delivered,2025-03-07,2,
APG101121,02-18-2025,Jordan,Kuwait,FastCourier,AMM-WH2,Fashion,4.35,23.17,29.32,Delivered,2025-02-24,2,
APG100225,2025-03-19,China,Saudi Arabia,Local Fleet,IST-WH1,  Books  ,4.14,24.32,0.0,Deliverd,2025-03-24 00:39,9,
APG100304,2025-08-04,UK,Egypt,Aramex,AMM-WH1,Beauty,2.37,12.02,0.0,failed delivery,2025-08-10,10,Wrong Address
APG100664,2025-04-08,UK,Egypt,Local Fleet,AMM-WH2,Fashion,1.07,10.75,0.0,Deliverd,2025-04-12,10,
APG100944,01-27-2025,Turkey,Egypt,Aramex,AMM-WH1,Fashion,0.19,5.58,0.0,cancelled,2025-02-04 07:23,7,
APG100723,2025-06-10,China,Egypt,DHL,DXB-WH1,Beauty,1.57,7.1,0.0,delivered,2025-06-19,9,
APG100104,2025-03-22,China,Kuwait,aramex,AMM-WH1,Fashion,0.27,4.31,82.35,In Transit,,9,
APG100934,2025-06-02,Jordan,Kuwait,aramex,AMM-WH1,Home & Garden,0.56,5.31,0.0,DELIVERED,2025-06-07 13:13,2,
APG100111,2025-05-10 06:00,China,Egypt,Local Fleet ,AMM-WH2,Beauty,0.69,6.17,0.0,delivered,2025-05-19,9,
APG100022,03/08/2025,Germany,Egypt,aramex,AMM-WH2,  Books  ,0.22,3.62,61.3,Delivered,09/08/2025,10,
APG100171,2025-03-18 15:00,Germany,Egypt,Local Fleet,AMM-WH1,Home & Garden,1.75,13.71,0.0,Delivered,2025-03-25,10,
APG100345,06/08/2025,Jordan,Iraq,Local Fleet ,AMM-WH2,Books,1.62,8.48,0.0,Deliverd,11/08/2025,2,
APG100917,2025-07-12,Jordan,Iraq,Local Fleet ,AMM-WH1,BEAUTY,,8.18,60.85,Delivered,2025-07-15 03:03,2,
APG100073,2025-07-15,UK,Jordan,SMSA,AMM-WH2,Home & Garden,3.45,23.41,0.0,CANCELLED,22/07/2025,10,
APG100966,2025-04-21,UK,Jordan,Local Fleet,AMM-WH1,Electronics,1.22,8.92,0.0,DELIVERED,26/04/2025,10,
APG100450,18/06/2025,Germany,Jordan,DHL,IST-WH1,Toys,0.82,5.86,77.95,Deliverd,23/06/2025,10,
APG100216,2025-06-18 01:00,UK,Egypt,Local Fleet,AMM-WH2,Electronics,6.04,31.52,181.05,failed delivery,2025-06-24,10,Wrong Address
APG100389,2025-05-04 11:00,Germany,Iraq,DHL,IST-WH1,Books,0.1,2.39,0.0,Delivered,11/05/2025,10,
APG101077,2025-04-18 03:00,UAE,Jordan,SMSA,AMM-WH1,Sports,0.29,5.48,0.0,Delivered,2025-04-22 09:19,4,
APG100196,14/03/2025,Turkey,UAE,Local Fleet ,AMM-WH2,BEAUTY,0.76,5.25,0.0,delivered,2025-03-20 21:10,7,
APG100106,2025-06-25 03:00,Jordan,Kuwait,Local Fleet ,AMM-WH1,Beauty,0.32,4.1,0.0,Deliverd,2025-06-27 23:18,2,
APG100829,06-18-2025,UK,UAE,SMSA,DXB-WH1,Sports,0.1,5.38,0.0,FAILED_DELIVERY,2025-06-24 09:00,10,Wrong Address
APG101118,05-21-2025,Germany,Kuwait,aramex,IST-WH1,Fashion,13.9,80.67,0.0,DELIVERED,2025-05-27 05:28,10,
APG100567,01-19-2025,Jordan,Saudi Arabia,Aramex,AMM-WH2,Beauty,1.28,7.61,0.0,Deliverd,2025-01-25 02:07,2,
APG100092,02-26-2025,UK,UAE,FastCourier,AMM-WH2,Home & Garden,6.7,36.1,0.0,in-transit,,10,
APG100611,01-29-2025,China,Kuwait,Local Fleet,DXB-WH1,  Sports  ,0.1,1.61,0.0,returned,05/02/2025,9,
APG100787,21/01/2025,Turkey,Kuwait,SMSA,IST-WH1,Fashion,1.76,10.14,0.0,Deliverd,2025-01-21,7,
APG100892,05-03-2025,Germany,Kuwait,aramex,AMM-WH2,Beauty,1.42,6.31,0.0,Deliverd,2025-05-10 13:12,10,
APG100766,2025-08-22,Jordan,Kuwait,Local Fleet ,AMM-WH1,Toys,1.17,9.32,0.0,delivered,2025-08-23 11:08,2,
APG100850,05-06-2025,China,Kuwait,Local Fleet ,DXB-WH1,Fashion,9.47,52.69,105.97,Returned ,2025-05-14,9,Refused by Customer
APG100244,2025-03-10,UK,Jordan,FastCourier,AMM-WH1,Books,1.68,11.43,62.45,DELIVERED,16/03/2025,10,
APG100909,20/02/2025,Turkey,Saudi Arabia,SMSA,AMM-WH2,Beauty,3.57,23.74,229.02,IN TRANSIT,,7,
APG100318,2025-08-13,UAE,Saudi Arabia,SMSA,DXB-WH1,Electronics,0.1,2.59,207.64,Failed Delivery,2025-08-20,4,Wrong Address
APG100905,2025-03-26 02:00,UAE,Kuwait,FastCourier,AMM-WH2,Beauty,2.39,14.75,0.0,Failed,2025-03-30 11:21,4,Refused by Customer
APG100868,2025-06-30 17:00,Turkey,Jordan,Local Fleet ,IST-WH1,Fashion,0.49,4.95,0.0,DELIVERED,2025-07-06,7,
APG100746,08-24-2025,Germany,Saudi Arabia,aramex,DXB-WH1,Toys,0.77,6.36,0.0,delivered,28/08/2025,10,
APG100539,2025-02-12,China,Jordan,SMSA,IST-WH1,Home & Garden,4.06,24.76,137.8,Deliverd,20/02/2025,9,
APG100719,2025-06-12,Germany,UAE,Local Fleet,DXB-WH1,Fashion,1.01,6.57,0.0,IN TRANSIT,,10,
APG100200,2025-04-20 17:00,Germany,Iraq,Aramex,IST-WH1,Home & Garden,0.32,3.96,0.0,Deliverd,26/04/2025,10,
APG101059,2025-02-23 17:00,Turkey,Iraq,FastCourier,DXB-WH1,Beauty,1.98,13.54,120.73,Deliverd,2025-03-06,7,
APG100498,16/03/2025,UK,Jordan,Aramex,DXB-WH1,  Sports  ,2.53,11.9,0.0,delivered,2025-03-21,10,
APG100934,2025-06-02,Jordan,Kuwait,aramex,AMM-WH1,Home & Garden,0.56,5.31,0.0,DELIVERED,07/06/2025,2,
APG100974,2025-07-13 04:00,Jordan,Jordan,FastCourier,DXB-WH1,Toys,0.71,5.26,0.0,RTO,2025-07-17,2,Customer Not Available
APG100904,2025-04-10,China,Saudi Arabia,SMSA,IST-WH1,Sports,1.23,5.27,36.0,Returned,17/04/2025,9,
APG100397,2025-02-06 18:00,Jordan,Egypt,FastCourier,DXB-WH1,Sports,2.91,12.73,0.0,in-transit,,2,
APG100258,06/02/2025,Germany,Iraq,FastCourier,AMM-WH2,Sports,0.38,5.43,0.0,Delivered,2025-02-11,10,
APG101198,07-25-2025,Turkey,Kuwait,aramex,DXB-WH1,Home & Garden,0.71,6.18,0.0,Deliverd,2025-07-31 19:52,7,
APG100283,2025-01-27,China,Kuwait,Aramex,AMM-WH2,Electronics,0.57,5.98,0.0,Delivered,01/02/2025,9,
APG100232,04-11-2025,Jordan,UAE,Local Fleet,IST-WH1,Electronics,1.52,7.02,0.0,delivered,2025-04-15,2,
APG100237,24/07/2025,UK,KSA,Local Fleet,AMM-WH2,Home & Garden,1.41,7.83,0.0,in-transit,,10,
APG100458,2025-05-25,UK,Saudi Arabia,FastCourier,DXB-WH1,Sports,2.28,11.38,0.0,failed delivery,2025-06-04,10,Customer Not Available
APG100622,2025-06-01,Turkey,Kuwait,aramex,DXB-WH1,Home & Garden,1.42,7.22,0.0,DELIVERED,2025-06-07,7,
APG100463,14/08/2025,Turkey,UAE,aramex,AMM-WH2,  Electronics  ,1.7,13.1,232.88,Deliverd,19/08/2025,7,
APG100869,07-07-2025,Turkey,Saudi Arabia,Local Fleet,AMM-WH1,Electronics,0.1,4.26,0.0,delivered,12/07/2025,7,
APG101130,12/07/2025,Germany,Kuwait,Local Fleet,IST-WH1,Home & Garden,0.1,3.17,0.0,DELIVERED,20/07/2025,10,
APG100956,18/08/2025,China,Jordan,DHL,AMM-WH1,Electronics,1.73,10.52,177.88,DELIVERED,2025-08-23,9,
APG100408,2025-02-21,Jordan,Jordan,DHL,AMM-WH2,Electronics,1.0,8.35,0.0,In Transit ,,2,
APG101175,2025-02-03 04:00,UAE,Egypt,Local Fleet ,AMM-WH1,Electronics,0.1,2.63,0.0,delivered,2025-02-08,4,
APG100940,31/01/2025,Turkey,Kuwait,DHL,DXB-WH1,Toys,2.05,11.31,0.0,IN TRANSIT,,7,
APG100239,22/01/2025,UK,Egypt,Local Fleet,AMM-WH2,Electronics,5.3,20.65,176.42,delivered,25/01/2025,10,
APG101112,02-27-2025,China,Saudi Arabia,FastCourier,IST-WH1,Home & Garden,1.78,11.65,88.9,Failed,03/03/2025,9,
APG100297,02-16-2025,UK,Jordan,aramex,AMM-WH2,Toys,2.65,13.97,0.0,DELIVERED,25/02/2025,10,
APG101145,27/01/2025,UK,Kuwait,DHL,AMM-WH2,Toys,3.06,12.89,0.0,RTO,05/02/2025,10,Refused by Customer
APG100471,2025-01-06,Jordan,Kuwait,Local Fleet ,AMM-WH2,Toys,0.43,4.47,72.08,delivered,2025-01-11 11:45,2,
APG100804,06-29-2025,UK,UAE,Local Fleet ,IST-WH1,Sports,2.18,13.02,0.0,RTO,07/07/2025,10,Customer Not Available
APG100791,2025-05-31,Turkey,Iraq,Aramex,IST-WH1,Electronics,1.24,8.79,0.0,Deliverd,2025-06-10,7,
APG100467,20/02/2025,Jordan,Egypt,Local Fleet ,AMM-WH2,Toys,0.53,7.35,0.0,Deliverd,24/02/2025,2,
APG100885,05-02-2025,Turkey,Egypt,Local Fleet,AMM-WH2,  Home & Garden  ,0.46,3.2,214.79,Cancelled,2025-05-09,7,
APG100815,03-21-2025,UK,UAE,Local Fleet,IST-WH1,Books,0.4,3.75,79.96,In Transit,,10,
APG100980,30/07/2025,UK,UAE,aramex,AMM-WH1,Sports,2.02,11.65,0.0,Deliverd,2025-08-05 16:50,10,
APG100901,03-07-2025,Turkey,Kuwait,Aramex,IST-WH1,Toys,0.76,6.44,0.0,delivered,2025-03-13,7,
APG100742,2025-02-19,Turkey,Kuwait,Aramex,AMM-WH2,  Electronics  ,1.4,6.17,0.0,DELIVERED,23/02/2025,7,
APG100504,02/08/2025,UAE,UAE,aramex,AMM-WH2,Electronics,1.24,8.7,0.0,Returned ,05/08/2025,4,
APG100108,2025-08-13 17:00,Germany,Iraq,DHL,DXB-WH1,Beauty,1.54,10.9,0.0,returned,2025-08-19 02:21,10,
APG100378,2025-05-17,Jordan,Saudi Arabia,Local Fleet ,DXB-WH1,Beauty,1.77,11.95,0.0,in-transit,,2,
APG100071,07-22-2025,China,Saudi Arabia,SMSA,DXB-WH1,Sports,5.54,32.19,130.11,RTO,27/07/2025,9,
APG100830,2025-03-02 01:00,Germany,Jordan,aramex,AMM-WH2,Books,2.75,19.5,0.0,returned,2025-03-07,10,Warehouse Delay
APG100843,04/04/2025,UAE,Jordan,Aramex,IST-WH1,  Beauty  ,5.7,24.31,0.0,DELIVERED,2025-04-07 21:56,4,
APG100391,05-29-2025,Germany,UAE,SMSA,IST-WH1,Sports,0.15,4.18,0.0,delivered,2025-06-03 08:06,10,
APG100425,04-16-2025,Turkey,Jordan,aramex,AMM-WH2,Sports,0.33,5.09,0.0,DELIVERED,2025-04-23 09:01,7,
APG101032,2025-04-09,Turkey,UAE,Aramex,AMM-WH2,Books,2.71,12.97,0.0,failed delivery,15/04/2025,7,Wrong Address
APG100334,01-27-2025,Turkey,Saudi Arabia,DHL,AMM-WH1,  Electronics  ,6.26,24.35,0.0,DELIVERED,2025-01-31,7,
APG101081,23/01/2025,UK,Iraq,Aramex,AMM-WH1,Electronics,0.79,3.83,0.0,Deliverd,2025-01-28 00:27,10,
APG100436,04-06-2025,China,Egypt,SMSA,AMM-WH2,Beauty,0.18,4.5,103.53,CANCELLED,15/04/2025,9,
APG100811,30/01/2025,UAE,UAE,Aramex,DXB-WH1,Electronics,3.82,24.2,0.0,Delivered,01/02/2025,4,
APG100729,26/06/2025,Germany,Saudi Arabia,DHL,AMM-WH2,Fashion,0.67,3.7,0.0,Delivered,2025-06-30,10,
APG101095,03-04-2025,Jordan,Iraq,DHL,AMM-WH2,HOME & GARDEN,1.22,7.07,77.97,IN TRANSIT,,2,
APG100642,2025-08-28 07:00,Turkey,Jordan,DHL,AMM-WH2,Books,0.33,5.41,221.07,DELIVERED,02/09/2025,7,
APG100772,21/06/2025,UAE,Jordan,DHL,DXB-WH1,Beauty,3.23,13.94,0.0,In Transit ,,4,
APG101105,2025-03-18 20:00,Jordan,UAE,Local Fleet,AMM-WH1,Sports,6.31,30.09,0.0,Returned,2025-03-24 19:09,2,Refused by Customer
APG100119,05-27-2025,UK,Kuwait,Local Fleet,IST-WH1,ELECTRONICS,2.53,8.81,202.32,IN TRANSIT,,10,
APG100337,01-13-2025,UK,Egypt,Local Fleet ,AMM-WH1,Electronics,1.56,5.63,0.0,Delivered,19/01/2025,10,
APG100155,2025-07-22,UAE,Saudi Arabia,FastCourier,IST-WH1,Home & Garden,0.29,4.75,0.0,Cancelled,2025-07-30 11:26,4,
APG101031,2025-05-31,UK,Iraq,DHL,IST-WH1,Home & Garden,1.95,10.46,225.35,Delivered,06/06/2025,10,
APG100601,28/06/2025,Turkey,Iraq,Aramex,DXB-WH1,Toys,2.35,13.7,0.0,DELIVERED,2025-07-07,7,
APG100201,2025-02-17 17:00,Turkey,Kuwait,DHL,AMM-WH2,Books,4.09,18.36,0.0,Deliverd,2025-02-21 19:40,7,
APG101114,03-07-2025,Germany,Kuwait,Local Fleet ,AMM-WH1,Books,1.2,8.9,0.0,Delivered,2025-03-13,10,
APG101055,07-06-2025,China,Kuwait,Local Fleet ,IST-WH1,Electronics,0.33,5.98,0.0,RTO,2025-07-12,9,
APG100137,2025-04-17 01:00,Turkey,Jordan,FastCourier,AMM-WH2,Home & Garden,1.14,5.72,0.0,Deliverd,2025-04-22,7,
APG100916,29/08/2025,Germany,Egypt,aramex,AMM-WH1,Books,0.1,1.35,0.0,Delivered,2025-09-03 12:24,10,
APG100051,17/05/2025,UAE,Egypt,FastCourier,AMM-WH1,Toys,0.88,5.17,0.0,IN TRANSIT,,4,
APG100627,2025-03-18 11:00,UAE,Egypt,Local Fleet ,AMM-WH1,Books,3.68,23.17,0.0,FAILED_DELIVERY,24/03/2025,4,Warehouse Delay
APG100754,04/06/2025,UAE,Iraq,Aramex,DXB-WH1,Books,2.85,12.32,249.24,DELIVERED,2025-06-09,4,
APG101113,2025-03-29 10:00,UK,Jordan,Local Fleet,IST-WH1,Books,0.78,6.78,0.0,DELIVERED,2025-04-02,10,
APG100595,2025-03-19 15:00,Turkey,Egypt,DHL,AMM-WH1,Electronics,0.81,4.66,163.73,Deliverd,02/04/2025,7,
APG101049,08-09-2025,UK,Kuwait,Local Fleet,AMM-WH2,Books,1.05,8.3,0.0,in-transit,,10,
APG100242,2025-07-28,UAE,Saudi Arabia,SMSA,IST-WH1,BEAUTY,1.5,7.65,0.0,Returned ,2025-08-03 22:06,4,Warehouse Delay
APG100758,2025-07-12 12:00,Jordan,Iraq,Local Fleet,AMM-WH1,Toys,0.41,2.97,0.0,DELIVERED,2025-07-17,2,
APG100987,01/08/2025,UK,Egypt,Aramex,AMM-WH2,Electronics,5.79,22.83,129.86,Delivered,2025-08-04,10,
APG100099,29/08/2025,UK,Kuwait,Local Fleet ,AMM-WH2,  Home & Garden  ,0.51,6.87,0.0,Delivered,2025-09-06,10,
APG101110,2025-06-26 05:00,Turkey,Iraq,FastCourier,AMM-WH1,Sports,3.73,21.86,0.0,DELIVERED,06/07/2025,7,
APG100861,05-02-2025,Turkey,Iraq,Aramex,AMM-WH2,Fashion,1.95,11.58,0.0,delivered,2025-05-10,7,
APG100932,2025-06-16 09:00,Germany,Egypt,Local Fleet ,IST-WH1,Books,5.44,26.69,0.0,Deliverd,21/06/2025,10,
APG100679,16/01/2025,UAE,Iraq,SMSA,DXB-WH1,Toys,3.2,16.27,165.59,Delivered,2025-01-21 18:31,4,
APG100452,2025-05-27,China,Jordan,Local Fleet ,DXB-WH1,Beauty,0.84,4.13,0.0,Deliverd,2025-05-31 13:30,9,
APG100948,2025-07-17 23:00,Turkey,UAE,DHL,DXB-WH1,Electronics,1.71,12.71,0.0,Deliverd,2025-07-20,7,
